content,score,source,app
I purchased a batch of jkssb civil 2025 first and I thought it will go according to plan but I was wrong there is not even a single som classs hope my request will seen by higher authority and teacher should be punished,1,AppStore,PhysicsWallah
there are lot of bugs and hangs sometimes get stuck while opening notes sometimes lecture stops when try to increase speed,1,AppStore,PhysicsWallah
For who needs affordable education,5,AppStore,PhysicsWallah
App not working in pc,4,AppStore,PhysicsWallah
"I can’t access Live Classes of Lakshya NEET 2026 on my device while I can Access it from other devices, Whenever I click on live stream It says “Live Stream has not started yet”",4,AppStore,PhysicsWallah
I am in 11 class preparing for jee exam I am really grateful to be part of pw really pw is emotion,5,AppStore,PhysicsWallah
Add bookmarks feature in the app.,3,AppStore,PhysicsWallah
World best platform no one can beat the teacher give best and explanation is amazing🔥🔥,5,AppStore,PhysicsWallah
App to achha hai teachers are very good but mera live class nahi chalta hai aur library me sari chize english me hai maine hindi batch liya hai aur sarthi doesn’t doing work,3,AppStore,PhysicsWallah
sir apne pandey ka naam garv se uchha kar diya,5,AppStore,PhysicsWallah
Good,5,AppStore,PhysicsWallah
"Hey pw team,i am writing this to inform you that i am student preparing for neet 2027 and i have applied for the arjuna neet batch but,unfortunately the pw app is not available on macbook which is troubling me,i can access the app through browser but through the browser i cannot download and watch videos offline,i hope u look into this matter and also launch the pw app quickly",2,AppStore,PhysicsWallah
You need to try it my grades went so up that i forgot that i was an average student the teachers are so sweet and helpfull they also have notes and online question solving system i love thsi app and thankyou pe,5,AppStore,PhysicsWallah
"They stabbed iOS users.Almost every feature of the app does not work for iOS. Even when I filed a complaint, they don’t take it. Seriously the tests I have given on the app or not available for me to re-check re-attempt. and many more problems there is literally no response from the help desk. I strongly recommend not using it.",1,AppStore,PhysicsWallah
Sahayak not working in infinity,1,AppStore,PhysicsWallah
Good,5,AppStore,PhysicsWallah
"For better understanding and clarification your concepts ,doubts PW is the best option",5,AppStore,PhysicsWallah
I use ipad and unable to see xp points and I’m facing some lag in test section. Despite giving test cant find to the test to analysis,4,AppStore,PhysicsWallah
Awesome,2,AppStore,PhysicsWallah
Does not properly work in iOS systems,2,AppStore,PhysicsWallah
Really disappointed with the app not with the faculty as I’m not able to attend test when I open the test it says I was out of time on the next second not able to attend the live classes too. This is my complaint for the 2nd time hope you take this in consideration.,3,AppStore,PhysicsWallah
"I was genuinely trying to understand a biology concept and asked, ma’am “If something can’t reproduce, is it still considered alive?”  So she’s said no …….so o was Trying to posted on community section to clarify it ….I even gave the example of a mule which is sterile but still clearly a living being. Instead of getting help, I was blocked.
I don’t understand what’s wrong with asking thoughtful questions. Isn’t this app meant to support learning and curiosity? Disappointed.",3,AppStore,PhysicsWallah
Login always reset in 3-4 days,3,AppStore,PhysicsWallah
Can you please bring XP?,3,AppStore,PhysicsWallah
"Best platform in whole India for boards, neet ‘ jee or sorts of competitive exam",5,AppStore,PhysicsWallah
Good experience for 3 years,5,AppStore,PhysicsWallah
After purchasing the batch it is fantastic app but i need to mention something that developers should take care that they must add a lock screen option this will help to avoid distraction and a bookmark feature is also needed. I hope in the new update these features should come.,4,AppStore,PhysicsWallah
How to get beta version of this app ??,1,AppStore,PhysicsWallah
"The teaching quality at the offline center of PW has been quite disappointing. The teachers often do not teach in a structured or clear manner. They tend to beat around the bush rather than explaining the concepts directly. Before starting a new topic, they write down questions related to it, solve only a few parts, and then suddenly mention that a certain concept was left unexplained — asking students to go study it on their own. This creates confusion and disrupts the flow of learning. Moreover, their teaching style is often filled with unnecessary jokes and casual behavior, which further dilutes the seriousness of the class.

But most concerning is the clear discrimination shown by some teachers — they behave differently with different students, which creates a very demotivating and unfair learning environment. Such behavior is highly unprofessional and discouraging for sincere students who come with the intent to study seriously.",1,AppStore,PhysicsWallah
"I’ve used many educational platforms, but PW truly stands out from the rest. The quality of education here is unmatched — the concepts are taught in such a simple and effective way that even tough topics start making sense.

One of the best parts of this app is the direct interaction with teachers. You can ask doubts, get answers, and feel like you’re part of a real classroom. The motivation, discipline, and care the teachers show makes it feel personal, not just another online course.

I’ve improved so much since joining PW, and it feels like I’m not alone in my NEET/JEE journey anymore. PW is not just an app — it’s a movement for students who dream big.

Highly recommended for serious aspirants. Thank you, PW team! 💯",5,AppStore,PhysicsWallah
Samridhi mam ka method,5,AppStore,PhysicsWallah
Nice app everything good but there are many glitches need to be fixed,4,AppStore,PhysicsWallah
Best,5,AppStore,PhysicsWallah
App dont works properly,1,AppStore,PhysicsWallah
"Videos are buffering a lot I’m so tired of keep going back and again playing the same video from starting.I did all the things that were mentioned like logout and login,uninstalling the app all the things but the problems are still going on,the poll is not syncing, i cant sync with the live video like always 10 seconds or a minute behind. When the video buffers it would stop completely and show a black screen.",2,AppStore,PhysicsWallah
